sentence,label
Bad: Needs remodeleing Could hear planes taking offf. We've stayed at airport hotels before that are soundproofed so well you can't hear the planes. Good: Close to airport,1
"The hotel would not. The hair dryer was broken. The cable was out in the area. However, when we caller for service they came to repair the toilet and the hairdryer right away.",1
"The beds were worn out and rolled to the middle, every time you moved the bed made noise. The tub was old and discolored. The towels were ruff and smaller. Breakfast was a surprise and decent. It had hot waffles, but there was not fruit available. The street getting to this hotel had huge pot holes that could not be... More",0
"Hotel was clean. Our room was a standard with king bed. Room was spacious with plenty of amenities. In room coffee with to go cup and lid was great for a Sunday morning after being out late Saturday. Bed was very comfortable. They had magazines in room which I loved I sat on the comfy in room chair with ottoman,... More",1
We thoroughly enjoyed the dining experience in this recently opened dining room. The steak can only be described as succulent. The wait staff was professional and attentive. The atmosphere was warm combining contemporary furnishings with what I assume to be 19th century architecture. We really enjoyed the jazz band which performed in a smallish room adjacent to the bar.,1
"I love The Grand Del Mar in Del Mar California. This might have been my 6th time there. It is the only hotel in the area that i will stay at. It is truly a 5 star property. The staff is professional and very attentive. The rooms are very spacious, with marble bathrooms and separate shower and soaking tub. The... More",1
"This was my second time staying at this hotel, and each time the hotel staff has been accommodating, the rooms are large, and the decor is fresh, updated. This is my go to hotel when I need a place to stay that's close to BWI airport.",1
Good: The AC hotel was perfect for what we needed. We were a group of friends coming from different states to meet up. It was conveniently located close to public transportation and made it easy for all of us to get there. The hotel was in a great location! It's close to Michigan Avenue/ Water Tower Mall and Navy Pier.,1
This is our second time here. We love it! The cabins are so nice. The staff is excellent. Putt-putt course is recently renovated. Quiet area surrounded by ponderosa pines. There are a few pet friendly cabins. Call ahead to check availability. Those cabins look the same as the others. Those cabins do have a cage on the side near the... More,1
"Good: Staff was friendly, rooms were clean! Everything was great",1
"This hotel impresses from start to finish. From the moment you arrive, the courteous staff greets you and assists you in every way possible. The rooms are adorable with a nautical theme. The bathroom door has a porthole, and there are nautical lights in the room. The rooms are decorated with a light and airy beach feel with pictures of... More",1
