label,sentence
1,"Can't beat the price, it looks and feels nicer than my samsung tablet. I bought this as a gift, but I am thinking about getting one for myself."
1,I like the kindle. The only thing is there's a little light fluctuation at the bottom of the screen.
1,I got a great deal on this tablet after Thanksgiving. It is for a friend that's not to tech savvy. She will use it to watch movies and read books. It already has all of the apps on it that she will use.
1,Bought it for a couple of my friends and it was a big hit with them! Very useful!
1,Great product easy to use. Having different color choices wonderful.
1,"This is a great amazon tablet for the people whoe just want to use it to read, browse the internet, or play games."
1,"Good value for the price, basic tablet for every day use."
1,Great tablet for young children. Parental locks so you can control what they see. A great deal of educational apps.
1,I have enjoyed becoming familiar with all the services available on my kindle!
1,Great product and would buy again. Awesome for streaming
0,"Functional, but be sure the the USB cable is firmly installed in the base to get a connection."
1,if you are a college student or just want to go and cut off your primary cable to save money go for it. It will have a little getting use to and everything isn't as clear as you would want it to be but it is definitely due able for watching tv shows and movies....
1,This is so affordable and we use it everyday! Our kids use it to watch kid videos on prime and kid apps. We bought a super tough case for it and it has lasted a long time.
1,"Fast, easy, and mobile! Connects through WiFi and directly. Easy to move from one room to another."
1,My grandchildren will love them. Christmas gifts..
1,All w o raked f reat
1,I had an original Kindle that I replaced with this newer one. I love it!!
1,"Hats off to Amazon - The Echo I started with - not have 2 Dots too in the home. Music, alarms, to do list, shopping list and just home automation is awesome! I'm in the 22nd Century now!!!!"
1,This tablet is so easy to set up and use. Very intuitive! Love love this device and all of my books can be transferred from my old version! Awesome
1,"I looked at multiple other brands, some cheaper by 20-40 bucks. This is the only one that guarantees your kid cant break it for 2 years!!!! Drinks have spilled on it, its been dropped, thrown sat on and not a thing wrong with it."
1,"My daughter always want one, she got this one, she love it."
1,"Love my new Kindle FIRE, & LOVE the reasonable price at Best Buy!!!!!!!"
1,"Best one yet, super speed, great pictures, 4k is awesome!"
1,"I've enjoyed the original Kindle (with keyboard) for many years, and it was finally time to upgrade. The light is great, and I use the page press buttons exclusively. Very happy with the size, weight, and appearance of this product."
1,Best Buy assistance helped in describing the features. and loved the product overall. Like parental control feature
